raw_row_number,date,time,location,lat,lng,district,age,race,sex,officer_id_hash,department_name,type,arrest_made,citation,warning_issued,outcome,contraband,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
11273,4/6/15,16:08:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,35,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11284,4/6/15,16:15:00,90 Brainard Road,41.7383034,-72.6593167,SOUTH MEADOWS,40,hispanic,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11274,4/6/15,16:20:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,51,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11271,4/6/15,16:36:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,36,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11283,4/6/15,16:42:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,37,hispanic,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11280,4/6/15,16:51:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,30,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11270,4/6/15,17:01:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,46,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11276|11277,4/6/15,17:11:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,46,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11275,4/6/15,17:19:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,44,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11285,4/6/15,17:22:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,39,hispanic,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11279,4/6/15,17:28:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,32,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11287,4/6/15,17:30:00,Hubbard Rd @ Hanmer St,41.7314808,-72.6824493,SOUTH END,52,white,male,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,V
11278,4/6/15,17:38:00,Main @ Gold,41.764119,-72.6738973,DOWNTOWN,34,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11286,4/6/15,17:39:00,Hanmer St @ Hubbard Rd,41.7314808,-72.6824493,SOUTH END,47,white,female,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,V
11299,4/7/15,04:28:00,Albany Avenue @ Mark Twain,41.7848798,-72.7069352,BLUE HILLS,51,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11304,4/7/15,09:00:00,Albany Av @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,49,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11305,4/7/15,09:06:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,64,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11302,4/7/15,09:10:00,Alabny Ave @ Mark Twaid,41.7848798,-72.7069352,BLUE HILLS,30,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11306,4/7/15,09:30:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,56,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11307,4/7/15,09:45:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,29,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11308,4/7/15,09:45:00,Albany Ave @ Mark Twain Drive,41.7848798,-72.7069352,BLUE HILLS,43,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11309,4/7/15,09:59:00,Albany Ave @ Mark Twain Dr.,41.7848798,-72.7069352,BLUE HILLS,52,black,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11300,4/7/15,10:05:00,Albany Ave @ MarkTwain,41.7848798,-72.7069352,BLUE HILLS,58,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11301,4/7/15,10:33:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,30,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11310,4/7/15,10:37:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,55,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11312,4/7/15,11:45:00,362 Sigourney St,41.7776539,-72.6907575,UPPER ALBANY,42,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
11314,4/7/15,12:00:00,FARMINGTON AVE @ SOUTH MARSHALL ST,41.7677,-72.6985348,ASYLUM HILL,21,white,male,fd22b058dc,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
11311,4/7/15,12:50:00,343 Garden St,41.7780743,-72.6857142,CLAY-ARSENAL,37,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,B,N,N,M
11313,4/7/15,13:14:00,106 Capen St,41.7854338,-72.6793044,NORTHEAST,35,hispanic,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
11303,4/7/15,14:43:00,Albany Ave @ Mark Twain Dr,41.7848798,-72.7069352,BLUE HILLS,20,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11315,4/7/15,19:53:00,GARDEN ST @ MATHER ST,41.780306,-72.6847387,CLAY-ARSENAL,46,black,female,fd22b058dc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,V
11339,4/8/15,08:25:00,Cromwell @ Hubbard Rd,41.7291169,-72.6820654,SOUTH END,58,white,female,b412aea223,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
11341,4/8/15,14:39:00,10 Boce Barlow Way,41.7900528,-72.6655172,NORTH MEADOWS,51,black,male,64c45ad59f,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,V
11329,4/8/15,15:26:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,50,hispanic,male,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11316,4/8/15,15:35:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,66,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11340,4/8/15,15:37:00,Hubbard @ Hanmer,41.7314808,-72.6824493,SOUTH END,48,hispanic,female,64c45ad59f,Hartford,vehicular,TRUE,TRUE,FALSE,arrest,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
11319,4/8/15,15:55:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,27,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11320,4/8/15,16:00:00,Wahington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,46,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11330,4/8/15,16:00:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,24,black,female,72b606b024,Hartford,vehicular,TRUE,TRUE,FALSE,arrest,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11321,4/8/15,16:07:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,53,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11317,4/8/15,16:08:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,35,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11331,4/8/15,16:08:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,44,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11332,4/8/15,16:16:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,40,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11322,4/8/15,16:18:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,58,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11318,4/8/15,16:20:00,Capitol @ Washinton,41.7625954,-72.6815323,DOWNTOWN,42,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11323,4/8/15,16:25:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,40,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11333,4/8/15,16:30:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,31,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11324,4/8/15,16:32:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,60,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11334,4/8/15,16:43:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,42,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11335,4/8/15,16:52:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,49,black,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11325,4/8/15,16:54:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,36,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11336,4/8/15,17:05:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,58,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11326,4/8/15,17:08:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,46,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11337,4/8/15,17:18:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,28,hispanic,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11327,4/8/15,17:27:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,34,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11338,4/8/15,17:35:00,Washington @ Capitol,41.7625954,-72.6815323,DOWNTOWN,55,white,female,72b606b024,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11328,4/8/15,17:51:00,Capitol @ Washington,41.7625954,-72.6815323,DOWNTOWN,25,black,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11342,4/8/15,23:45:00,14 Weston St,41.7838141,-72.663668,NORTH MEADOWS,33,white,male,de15255ea7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,V
11359,4/9/15,09:26:00,Main @ Albany,41.7733606,-72.6770652,DOWNTOWN,50,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11360,4/9/15,09:58:00,915 Main St,41.7678061,-72.6735989,DOWNTOWN,37,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11361,4/9/15,10:10:00,Asylum Ave @ Trumbull,41.7671574,-72.6757058,DOWNTOWN,53,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11343,4/9/15,10:35:00,Main St @ High St,41.7732334,-72.6770565,DOWNTOWN,42,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11356,4/9/15,10:39:00,Brown @ Cosco,NA,NA,NA,30,black,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
11358,4/9/15,10:44:00,Brown @ Casco,41.7353993,-72.6838722,SOUTH END,37,white,female,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
11362,4/9/15,10:50:00,Church St @ Main St,41.7685075,-72.6730384,DOWNTOWN,41,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11387,4/9/15,10:55:00,1250 Main St,41.7717113,-72.6752487,DOWNTOWN,45,white,male,8d927f52b8,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11357,4/9/15,10:59:00,Brown @ Casco,41.7353993,-72.6838722,SOUTH END,33,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
11344,4/9/15,11:00:00,Trumbull St @ Windsor ST,41.7710093,-72.6727006,DOWNTOWN,39,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11385,4/9/15,11:05:00,Main St @ Morgan St,41.7700466,-72.6735593,DOWNTOWN,48,black,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
11366,4/9/15,11:07:00,Main St @ Chapel St. No.,41.7700466,-72.6735593,DOWNTOWN,33,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11382,4/9/15,11:07:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,62,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11383,4/9/15,11:21:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,21,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11377,4/9/15,11:29:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,25,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11355,4/9/15,11:41:00,110 Albany Ave,41.7751463,-72.6788991,CLAY-ARSENAL,30,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Registration,B,N,N,M
11378,4/9/15,11:41:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,63,asian/pacific islander,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,A,N,N,I
11379,4/9/15,11:48:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,34,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11363,4/9/15,11:50:00,20 Church St,41.7688674,-72.6735548,DOWNTOWN,43,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11367,4/9/15,11:55:00,Cogswell @ Asylum,41.7685139,-72.6860363,ASYLUM HILL,29,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11386,4/9/15,11:55:00,215 Albany Ave,41.7758556,-72.6803655,CLAY-ARSENAL,45,black,male,8d927f52b8,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Suspended License,B,N,N,I
11354,4/9/15,11:58:00,214 Albany Ave,41.7761528,-72.6804423,CLAY-ARSENAL,26,hispanic,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
11380,4/9/15,12:00:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,27,white,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11345,4/9/15,12:05:00,Pleasant @ Main St,41.7717457,-72.6755955,DOWNTOWN,38,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11368,4/9/15,12:06:00,Cogswell @ Asylum,41.7685139,-72.6860363,ASYLUM HILL,40,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11346,4/9/15,12:10:00,Main St @ High St,41.7732334,-72.6770565,DOWNTOWN,55,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11381,4/9/15,12:11:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,26,white,male,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11384,4/9/15,12:20:00,1680 Albany Ave,41.7852847,-72.7090374,BLUE HILLS,20,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11347,4/9/15,13:25:00,1213 Main St,41.7712029,-72.6752379,DOWNTOWN,30,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11369,4/9/15,13:43:00,Main St @ High St,41.7732334,-72.6770565,DOWNTOWN,58,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11370,4/9/15,14:07:00,Albany Ave @ High St,41.7733606,-72.6770652,DOWNTOWN,32,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11348,4/9/15,14:20:00,Main St @ Trumbull St,41.7705708,-72.6743214,DOWNTOWN,36,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11376,4/9/15,14:21:00,90 Brown St,41.7369934,-72.675973,SOUTH END,30,black,female,64c45ad59f,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Registration,B,N,N,M
11374,4/9/15,14:24:00,1214 Main St,41.7712706,-72.6745227,DOWNTOWN,46,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11349,4/9/15,14:29:00,Main St @ Church St,41.7685075,-72.6730384,DOWNTOWN,39,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11364,4/9/15,14:40:00,Broad @ Capitol,41.7636676,-72.6866503,DOWNTOWN,27,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11371,4/9/15,15:20:00,Market @ Pleasant St,41.772106,-72.6709576,DOWNTOWN,57,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11350,4/9/15,15:31:00,Hundson @ Capital Ave,41.7613613,-72.6770443,DOWNTOWN,31,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11372,4/9/15,15:42:00,Pleasant St @ N. Chapel St,41.7708248,-72.6770633,DOWNTOWN,44,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11351,4/9/15,15:50:00,1213 Main St,41.7712029,-72.6752379,DOWNTOWN,23,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11352,4/9/15,16:15:00,Market St @ Pequot,41.7733793,-72.6708651,DOWNTOWN,68,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11373,4/9/15,16:25:00,410 Market St,41.77362,-72.6704005,DOWNTOWN,29,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11375,4/9/15,18:07:00,Hubbard Rd @ Hanmer St,41.7314808,-72.6824493,SOUTH END,35,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
11388,4/9/15,18:37:00,1938 PARK ST,41.7566441,-72.711007,PARKVILLE,22,hispanic,female,f0b0fa5e88,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
11353,4/9/15,19:10:00,Farmington @ Evergreen,41.766426,-72.7094479,WEST END,27,black,male,e29c43774a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
11365,4/9/15,21:31:00,253 Hight St,41.7723915,-72.678116,DOWNTOWN,29,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,I
11475,4/10/15,07:50:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,33,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11392,4/10/15,07:55:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,47,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11519,4/10/15,07:55:00,814 Asylum Ave,41.77016,-72.691417,ASYLUM HILL,38,white,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
11474,4/10/15,08:00:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,40,black,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
11491,4/10/15,08:00:00,Veron @ Washington,41.7514266,-72.6830788,SOUTH GREEN,43,hispanic,male,0b60c2fddd,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Equipment Violation,W,H,N,I
11477,4/10/15,08:02:00,45 Albany aVe,41.7741751,-72.6783767,CLAY-ARSENAL,27,white,male,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11481,4/10/15,08:19:00,Hubbard Rd @ Hanmer St,41.7314808,-72.6824493,SOUTH END,29,hispanic,female,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,V
11476,4/10/15,08:20:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,44,hispanic,female,720f053826,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
11520,4/10/15,08:20:00,Huntington St @ Asylum,41.7696913,-72.6919992,ASYLUM HILL,24,white,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
11482,4/10/15,08:25:00,Hanmer St @ Hubbard Rd,41.7314808,-72.6824493,SOUTH END,32,hispanic,female,b412aea223,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,V
11503,4/10/15,08:29:00,45 Albany Ave,41.7741751,-72.6783767,CLAY-ARSENAL,25,black,female,d72cdb9aae,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
